"Sheet","Row ID","ID","Wave","Assigned To","Website Page/URL","Section","Content Gap","Priority","Content Needed","Specific Details Required","Existing on Site?","Existing Internally?","Source/Person to Contact","File/URL Available","Asset Type","Public Permission/Clearance","Recommended Website Use","Status","Notes","Project Name","Kind","Year Started","Year Ended/Ongoing","Location","Theme","Short Description","Key Numbers","Partners","Funder","Available Photos","Available Report","Available Video","Available Media Coverage","Website Status","Missing Information","Source","Organisation","Type of Partner","Project/Campaign","Year(s)","Nature of Association","Logo Available","Permission to Display","Existing Website Mention","Missing Content","Should this be publicly featured?","Institution Name","City","State","Programme/Project","Year","Number of Students/Participants","Key Activity","Photos Available","Permission Available","Website Use Recommendation","Metric","Current Number on Website","Correct/Verified Number?","Year/Period","Source of Data","Supporting Document","Needs Updating?","Website Page(s) Using It","Asset Needed","Related Project/Page","Description","Approximate Year","Preferred Orientation","Minimum Quality Needed","Source/Photographer","File Available?","Rights/Credit Confirmed?","Alt text (REQUIRED - build refuses a frame without it)","Credit line (REQUIRED - e.g. 'Swechha archive')","Genuine photograph? (confirm - 25 synthetic frames were withdrawn on 22 Aug)","Link to file (Drive/Dropbox) or filename once supplied","Title","Type","Date","Author/Speaker","Publication/Platform","Topic","URL/File","Relevant Swechha Page","Permission/Copyright Status","Recommended Use","File","Alt text (already written)","Credit","Tags","Pixels","Rendering note","Used on which built pages","Usable?"
"08 · Photos we HAVE","08-040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/cityscapes-urban-wetland.jpg","Birds over an urban wetland with the skyline behind at dusk","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","663x777","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/cityscapes-yamuna-boatride-metro-bridge-legacy.jpg","A group seated in a boat on the Yamuna, a Delhi Metro train crossing the bridge overhead","Swechha archive","(untagged)","2880x2160","signal: none","work/journeys/cityscapes.html","YES"
"08 · Photos we HAVE","08-042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/cityscapes-yamuna-boatride-umbrella-legacy.jpg","A group seated in a boat on the Yamuna under a pink umbrella, a road bridge behind them","Swechha archive","(untagged)","746x560","signal: none","work/journeys/cityscapes.html","YES"
"08 · Photos we HAVE","08-043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/cityscapes-yamuna-bridge-group-legacy.jpg","A school group in blazers posed for a photograph on a sandy Yamuna bank, a road bridge behind them","Swechha archive","(untagged)","960x540","signal: none","work/index.html","YES"
"08 · Photos we HAVE","08-044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/cityscapes-yamuna-pollution-plastic-debris-legacy.jpg","A dog picking its way across a solid mat of plastic waste floating on the Yamuna beneath a bridge","Swechha archive","(untagged)","640x960","signal: none","NOT USED ANYWHERE","YES"
"08 · Photos we HAVE","08-045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/cityscapes-yamuna-walk-dry-riverbed-legacy.jpg","A line of students walking across a dry, cracked stretch of Yamuna riverbed towards a road bridge","Swechha archive","(untagged)","960x640","signal: none","home.html, work/journeys/cityscapes.html","YES"
"08 · Photos we HAVE","08-046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/cityscapes-yamuna-walk-facilitator-pointing-legacy.jpg","A facilitator pointing out across the Yamuna to a small group of students standing on the bank","Swechha archive","(untagged)","960x640","signal: none","home.html, impact.html, work/journeys.html","YES"
"08 · Photos we HAVE","08-047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/cityscapes-yamuna-walk-water-hyacinth-legacy.jpg","Two people standing on the rocky edge of the Yamuna looking out over water matted with hyacinth","Swechha archive","(untagged)","746x560","signal: none","work/journeys/cityscapes.html","YES"
"08 · Photos we HAVE","08-048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/cityscapes-yamuna-walk.jpg","The Yamuna running between wooded banks below a line of city towers","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","684x780","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/cityscapes-yamuna-wetland-wading-legacy.jpg","A line of people wading through shallow water at a reed-lined wetland edge, bags held clear","Swechha archive","(untagged)","1252x812","signal: none","work/journeys/cityscapes.html","YES"
"08 · Photos we HAVE","08-050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/clean-air-protest.jpg","Students holding hand-lettered clean-air placards","Swechha archive","(untagged)","2400x1600","signal: none","home.html, impact.html, work/campaigns.html, work/index.html, work/projects/influence.html","YES"
"08 · Photos we HAVE","08-051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/community-meal.jpg","Volunteers serving a shared meal to a seated gathering","Swechha archive","community","560x746","signal: red","home.html, impact.html, work/events.html, work/projects/me-to-we.html","YES"
"08 · Photos we HAVE","08-052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/corbett-spotted-deer-forest.jpg","Spotted deer in forest undergrowth","Stock library — NOT a Swechha photograph","(untagged)","2000x1429","signal: none","NOT USED ANYWHERE","NO — bought stock, refused by the build"
"08 · Photos we HAVE","08-053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/delhi-smog-skyline.jpg","Delhi high-rise blocks dissolving into heavy smog","Swechha archive","air, delhi","746x746","signal: none","work/campaigns.html","YES"
"08 · Photos we HAVE","08-054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-barren-ground.jpg","Bare ground and low scrub at the edge of the farm, hills on the horizon","Swechha archive","farm","1288x859","signal: none","farm.html","YES"
"08 · Photos we HAVE","08-055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-building-yellow-trees.jpg","A farm building framed by yellow flowering trees","Swechha archive","farm","746x560","signal: mustard","work/projects/farm-school.html","YES"
"08 · Photos we HAVE","08-056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-cow-closeup.jpg","A cow at the feeding rail in a shed","Swechha archive","farm, dairy","746x746","signal: none","work/projects/farm-school.html","YES"
"08 · Photos we HAVE","08-057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-cows-shed.jpg","Cows resting in an open shed","Swechha archive","farm, dairy","286x214","signal: none","home.html","YES"
"08 · Photos we HAVE","08-058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-cows-sunrise.jpg","Cows on open ground at sunrise in warm haze","Swechha archive","farm, dairy","1440x960","signal: none","farm.html, work/projects/farm-school.html","YES"
"08 · Photos we HAVE","08-059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-mudhouse-interior.jpg","Inside an A-frame mud house — a bed under the bamboo apex, a small window at the far end","Swechha archive","farm, stay","720x480","signal: none","farm.html","YES"
"08 · Photos we HAVE","08-060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-mudhouse-washroom.jpg","A washroom built into a mud wall, a basin and dried grass in the alcove","Swechha archive","farm, stay","884x590","signal: none","farm.html","YES"
"08 · Photos we HAVE","08-061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-mudhouses-day.jpg","Two A-frame mud houses under thatch, planting beds curving in front of them","Swechha archive","farm, stay","2000x1334","signal: none","NOT USED ANYWHERE","YES"
"08 · Photos we HAVE","08-062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-mudhouses-night.jpg","The mud houses lit from inside after dark, their windows warm against the field","Swechha archive","farm, stay","720x480","signal: none","farm.html","YES"
"08 · Photos we HAVE","08-063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-mudhouses-track.jpg","Thatched mud houses on a rise above the planted rows, a track running up to them","Swechha archive","farm, stay","2000x1334","signal: none","farm.html","YES"
"08 · Photos we HAVE","08-064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-pavilion-thatch.jpg","An open pavilion under thatch, drapes tied back around a round table and chairs","Swechha archive","farm, stay","720x540","signal: none","farm.html","YES"
"08 · Photos we HAVE","08-065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-plot-children-facilitator.jpg","A facilitator and children standing around a farm plot","Swechha archive","farm, schools","2000x1500","colour baked in — takes NO filter; signal: red","home.html, work/projects.html","YES"
"08 · Photos we HAVE","08-066","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-sowing-furrows.jpg","Four people working along freshly drawn furrows, sowing by hand","Swechha archive","farm, work","884x590","signal: none","farm.html","YES"
"08 · Photos we HAVE","08-067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-thatch-amaltas.jpg","A thatched farm building seen through amaltas blossom in full flower","Swechha archive","farm","2000x1500","colour baked in — takes NO filter; signal: yellow","work/projects/farm-school.html","YES"
"08 · Photos we HAVE","08-068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/farm-tractor-ploughing.jpg","A red tractor ploughing a field at the farm","Swechha archive","(untagged)","746x498","colour baked in — takes NO filter; signal: red","work/projects/farm-school.html","YES"
"08 · Photos we HAVE","08-069","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/forest-group-walk.jpg","A group walking together through hill forest","Swechha archive","youth, journey","560x746","signal: red","work/journeys.html, work/journeys/naturescapes.html","YES"
"08 · Photos we HAVE","08-070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/gram-anubhav-central-india-villages.jpg","A dirt lane running between mud-walled, thatched houses under palms","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1921","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-071","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/gram-anubhav-community-circle.jpg","A large group seated in a circle under a tree at the end of the day","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1811","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/gram-anubhav-desert-villages.jpg","Low thatched dwellings under a broad tree on dry open ground","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1921","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/gram-anubhav-group-learning.jpg","Students sitting on the ground with village elders in conversation","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1800","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/gram-anubhav-hero.jpg","A circle of students and villagers sitting on the ground in conversation outside a tiled village house, a yellow-leaved branch at the right","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1314","colour baked in — takes NO filter; signal: yellow","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/gram-anubhav-himalayan-villages.jpg","Terraced hillsides with clustered slate-roofed houses below forested ridges","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1910","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/gram-anubhav-local-food.jpg","A woman cooking over a wood-fired stove at a village hearth","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1800","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/gram-anubhav-north-east-villages.jpg","A hillside settlement stepping down a steep forested slope","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1857","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/gram-anubhav-rural-community.jpg","A village woman standing beside her cattle","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1800","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/gram-anubhav-shramdaan.jpg","A line of students bent over working the soil of a field","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","1785x1750","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/gram-anubhav-southern-villages.jpg","Tiled village roofs among dense coconut palms","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1867","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/gram-anubhav-village-walk.jpg","Students walking a narrow village path with their packs","NOT A PHOTOGRAPH — provenance unverified, shows generation/screenshot artefacts","(untagged)","2000x1800","signal: none","NOT USED ANYWHERE","NO — withdrawn as synthetic (22 Aug 2026)"
"08 · Photos we HAVE","08-082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/grasses-dusk.jpg","Tall grasses silhouetted against a dusk sky","Swechha archive","landscape","560x746","signal: none","work/journeys/naturescapes.html","YES"
"08 · Photos we HAVE","08-083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/green-the-map-tote.jpg","A Green the Map tote bag","Swechha archive","(untagged)","368x245","colour baked in — takes NO filter; signal: green","home.html","YES"
"08 · Photos we HAVE","08-084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/hillside-gathering.jpg","A large group seated on a hillside slope","Swechha archive","youth, journey","1500x2000","signal: none","stories.html, work/journeys/naturescapes.html, work/projects/influence.html","YES"
"08 · Photos we HAVE","08-085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/hillside-journaling-group.jpg","A group spread across a hillside writing and observing under a tree","Swechha archive","journeys, nature","560x746","colour baked in — takes NO filter; signal: red","home.html, impact.html, work/index.html, work/journeys.html, work/journeys/naturescapes.html, work/projects/influence.html","YES"
"08 · Photos we HAVE","08-086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/india-gate-dusk.jpg","India Gate at dusk, its lamps lit under a hazy sky","Swechha archive","delhi, air","2000x1333","signal: none","publications.html, work/events.html","YES"
"08 · Photos we HAVE","08-087","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/india-gate-hero.jpg","India Gate through Delhi haze","Swechha archive","(untagged)","2400x1601","signal: none","home.html, situation-air.html","YES"
"08 · Photos we HAVE","08-088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/jaisalmer-camel-dunes.jpg","Camels on desert dunes","Stock library — NOT a Swechha photograph","(untagged)","2000x1125","signal: none","NOT USED ANYWHERE","NO — bought stock, refused by the build"
"08 · Photos we HAVE","08-089","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/journeys-hero.jpg","A group walking up a boulder-strewn river valley below snow peaks, a single yellow bloom in the foreground","Swechha archive","(untagged)","1536x1024","colour baked in — takes NO filter; signal: yellow","work/index.html, work/journeys.html","YES"
"08 · Photos we HAVE","08-090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/kans-grass-yellow-flower.jpg","A yellow flower among tall kans grass","Swechha archive","farm, biodiversity","746x497","signal: mustard","work/projects/eco-action.html","YES"
"08 · Photos we HAVE","08-091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/langar-community-meal.jpg","Volunteers serving a shared meal down a seated line in a langar hall","Swechha archive","community, journeys","560x746","colour baked in — takes NO filter; signal: orange","home.html, work/events.html, work/journeys/yamuna-yatra.html","YES"
"08 · Photos we HAVE","08-092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/langur-golden-portrait.jpg","A langur sitting upright on a branch, an infant tucked beside it","Swechha archive","nature, wildlife","559x746","colour baked in — takes NO filter; signal: orange","work/journeys/naturescapes.html","YES"
"08 · Photos we HAVE","08-093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/langur-portrait.jpg","A langur sitting in profile on rock","Swechha archive","biodiversity","1500x2000","signal: none","NOT USED ANYWHERE","YES"
"08 · Photos we HAVE","08-094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/langurs-branch-family.jpg","A family of langurs resting along a fallen branch","Swechha archive","nature, wildlife","560x746","colour baked in — takes NO filter; signal: orange","work/journeys/naturescapes.html","YES"
"08 · Photos we HAVE","08-095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/langurs-resting.jpg","Langurs resting together on a rock ledge","Swechha archive","biodiversity","560x746","signal: none","work/journeys/naturescapes.html","YES"
"08 · Photos we HAVE","08-096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/leafy-greens-crop.jpg","A dense bed of leafy greens under cultivation","Swechha archive","farm","1182x532","signal: green","work/projects/eco-action.html","YES"
"08 · Photos we HAVE","08-097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/magenta-flowers.jpg","Magenta flowers open against green leaves","Swechha archive","biodiversity","560x746","signal: red","work/projects/eco-action.html","YES"
"08 · Photos we HAVE","08-098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/microgreens-trays.jpg","Trays of microgreens under grow racks","Swechha archive","farm, food","1182x533","colour baked in — takes NO filter; signal: green","work/projects.html, work/projects/farm-school.html","YES"
"08 · Photos we HAVE","08-099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/monsoon-flooded-fields.jpg","Monsoon cloud over flooded fields, a transmission tower on the horizon","lensnmatter, CC BY 2.0, via Wikimedia Commons (cropped)","situation, monsoon, rainfall, placeholder","1400x730","","home.html, situation-climate-event.html","YES"
"08 · Photos we HAVE","08-100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/mukteshwar-pines-snow-peak.jpg","Pines below a snow peak","Stock library — NOT a Swechha photograph","(untagged)","2000x1333","signal: none","NOT USED ANYWHERE","NO — bought stock, refused by the build"
"08 · Photos we HAVE","08-101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/nursery-plants.jpg","Young plants at knee height in a nursery bed","Swechha archive","nursery, farm","561x746","signal: green","farm.html, work/campaigns/monsoon-wooding.html, work/projects.html, work/projects/farm-school.html","YES"
"08 · Photos we HAVE","08-102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/oranges-branch.jpg","Oranges ripening on the branch","Swechha archive","farm","2000x1500","signal: red","NOT USED ANYWHERE","YES"
"08 · Photos we HAVE","08-103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/oranges-on-tree.jpg","A cluster of oranges on a citrus tree","Swechha archive","farm","1500x2000","signal: red","NOT USED ANYWHERE","YES"
"08 · Photos we HAVE","08-104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/oranges-tree-branch.jpg","Oranges hanging along a branch in low sun","Swechha archive","farm, food","2000x1500","colour baked in — takes NO filter; signal: orange","NOT USED ANYWHERE","YES"
